Feature,Smoker value,ASV,Shapley,Seed
Dyspnoea,False,0.0,-0.008441233932971954,5
Dyspnoea,True,0.0,0.008441233858466148,5
Pollution,False,-0.0019500000000001183,-0.0023762379586696625,5
Pollution,True,0.001950000000000002,0.0023762373998761177,5
Cancer,False,-0.015499999999999847,0.007488049268722534,5
Cancer,True,0.015500000000000002,-0.007488049268722534,5
Xray,False,0.0,0.00593334436416626,5
Xray,True,0.0,-0.005933343172073364,5
